0 0.383117
0.1 0.383608
1 0.38404
2.5 0.383929
5 0.385527
7.5 0.38485
10 0.384821
12.5 0.385804
15 0.383013
17.5 0.378367
20 0.37297
22.5 0.369931
25 0.371159
27.5 0.370614
30 0.372192
32.5 0.37915
35 0.391623
37.5 0.392027
40 0.390893
42.5 0.392169
45 0.393291
