#repeat : 47
0.5 1.18438e-10
1.5 4.73756e-10
2.5 1.30283e-09
3.5 3.43474e-09
4.5 9.0014e-09
5.5 2.35695e-08
6.5 6.1707e-08
7.5 1.61552e-07
8.5 4.22948e-07
9.5 1.10729e-06
10.5 2.89893e-06
11.5 7.58949e-06
12.5 1.98695e-05
13.5 5.20191e-05
14.5 0.000136188
15.5 0.000356544
16.5 0.000933445
17.5 0.00244379
18.5 0.00639793
19.5 0.01675
20.5 0.0438521
21.5 0.114806
22.5 0.300566
23.5 0.786893
24.5 2.06011
25.5 2.06011
26.5 0.786893
27.5 0.300566
28.5 0.114806
29.5 0.0438521
30.5 0.01675
31.5 0.00639793
32.5 0.00244379
33.5 0.000933445
34.5 0.000356544
35.5 0.000136188
36.5 5.20191e-05
37.5 1.98695e-05
38.5 7.58949e-06
39.5 2.89893e-06
40.5 1.10729e-06
41.5 4.22948e-07
42.5 1.61552e-07
43.5 6.1707e-08
44.5 2.35695e-08
45.5 9.00141e-09
46.5 3.43475e-09
47.5 1.30284e-09
48.5 4.73758e-10
49.5 1.1844e-10
