10 0.000707107 2.92505e-11
15 0.000707107 2.53316e-11
20 0.000707107 2.73613e-11
25 0.000707107 2.53316e-11
30 0.000707107 2.73613e-11
35 0.000707107 2.31245e-11
40 0.000707107 2.53316e-11
50 0.000707107 2.53316e-11
60 0.000707107 2.53316e-11
80 0.000707107 2.53316e-11
100 0.000707107 2.53316e-11
150 0.000707107 2.53316e-11
200 0.000707107 2.53316e-11
250 0.000707107 2.53316e-11
300 0.000707107 2.53316e-11
350 0.000707107 2.53316e-11
400 0.000707107 2.53316e-11
500 0.000707107 2.31245e-11
600 0.000707107 2.53316e-11
800 0.000707107 2.53316e-11
1000 0.000707107 2.53316e-11
1500 0.000707107 2.73613e-11
2000 0.000707107 2.53316e-11
2500 0.000707107 2.53316e-11
3000 0.000707107 2.73613e-11
3500 0.000707107 2.53316e-11
4000 0.000707107 2.92505e-11
5000 0.000707107 2.53316e-11
6000 0.000707107 2.53316e-11
8000 0.000707107 2.53316e-11
10000 0.000707107 2.53316e-11
