#repeat : 205
#phi 1 = 1.42851
#phi 2 = 3.57124
#phi 3 = 5.17826
#phi 4 = 6.3835
#phi 5 = 7.2874
#phi 6 = 7.9653
#phi 7 = 8.4737
#phi 8 = 8.85497
#phi 9 = 9.1409
#phi 10 = 9.35532
#phi 11 = 9.51612
#phi 12 = 9.6367
#phi 13 = 9.72711
#phi 14 = 9.79491
#phi 15 = 9.84574
#phi 16 = 9.88384
#phi 17 = 9.91241
#phi 18 = 9.93382
#phi 19 = 9.94987
#phi 20 = 9.96189
#phi 21 = 9.9709
#phi 22 = 9.97765
#phi 23 = 9.98271
#phi 24 = 9.98649
#phi 25 = 9.98932
#phi 26 = 9.99144
#phi 27 = 9.99303
#phi 28 = 9.99421
#phi 29 = 9.9951
#phi 30 = 9.99576
#phi 31 = 9.99625
#phi 32 = 9.99662
#phi 33 = 9.99689
#phi 34 = 9.9971
#phi 35 = 9.99725
#phi 36 = 9.99736
#phi 37 = 9.99744
#phi 38 = 9.99751
#phi 39 = 9.99755
#phi 40 = 9.99759
#phi 41 = 9.99761
#phi 42 = 9.99763
#phi 43 = 9.99764
#phi 44 = 9.99765
#phi 45 = 9.99766
#phi 46 = 9.99766
#phi 47 = 9.99767
#phi 48 = 9.99767
#phi 49 = 9.99767
#phi 50 = 9.99767
#phi 51 = 9.99767
#phi 52 = 9.99767
#phi 53 = 9.99767
#phi 54 = 9.99767
#phi 55 = 9.99766
#phi 56 = 9.99766
#phi 57 = 9.99765
#phi 58 = 9.99764
#phi 59 = 9.99763
#phi 60 = 9.99761
#phi 61 = 9.99759
#phi 62 = 9.99755
#phi 63 = 9.99751
#phi 64 = 9.99744
#phi 65 = 9.99736
#phi 66 = 9.99725
#phi 67 = 9.9971
#phi 68 = 9.99689
#phi 69 = 9.99662
#phi 70 = 9.99625
#phi 71 = 9.99576
#phi 72 = 9.9951
#phi 73 = 9.99421
#phi 74 = 9.99303
#phi 75 = 9.99144
#phi 76 = 9.98932
#phi 77 = 9.98649
#phi 78 = 9.98271
#phi 79 = 9.97765
#phi 80 = 9.9709
#phi 81 = 9.96189
#phi 82 = 9.94987
#phi 83 = 9.93382
#phi 84 = 9.91241
#phi 85 = 9.88384
#phi 86 = 9.84574
#phi 87 = 9.79491
#phi 88 = 9.72711
#phi 89 = 9.6367
#phi 90 = 9.51612
#phi 91 = 9.35532
#phi 92 = 9.1409
#phi 93 = 8.85497
#phi 94 = 8.4737
#phi 95 = 7.9653
#phi 96 = 7.2874
#phi 97 = 6.3835
#phi 98 = 5.17826
#phi 99 = 3.57124
#phi 100 = 1.42851
##
0.25 0.062843
0.75 0.0161521
1.25 0.00731005
1.75 0.00383224
2.25 0.00210969
2.75 0.00115926
3.25 0.000604259
3.75 0.000270445
4.25 6.71468e-05
4.75 -5.66573e-05
5.25 -0.000131223
5.75 -0.000175125
6.25 -0.000200013
6.75 -0.000213279
7.25 -0.000219623
7.75 -0.000222022
8.25 -0.000222333
8.75 -0.000221688
9.25 -0.000220753
9.75 -0.000219891
10.25 -0.000219282
10.75 -0.00021899
11.25 -0.000219013
11.75 -0.000219314
12.25 -0.00021984
12.75 -0.000220537
13.25 -0.000221349
13.75 -0.00022223
14.25 -0.000223141
14.75 -0.000224048
15.25 -0.000224929
15.75 -0.000225766
16.25 -0.000226547
16.75 -0.000227266
17.25 -0.000227918
17.75 -0.000228502
18.25 -0.000229022
18.75 -0.000229478
19.25 -0.000229876
19.75 -0.00023022
20.25 -0.000230515
20.75 -0.000230764
21.25 -0.000230974
21.75 -0.000231148
22.25 -0.000231289
22.75 -0.000231402
23.25 -0.000231489
23.75 -0.000231552
24.25 -0.000231593
24.75 -0.000231613
25.25 -0.000231613
25.75 -0.000231593
26.25 -0.000231552
26.75 -0.000231489
27.25 -0.000231402
27.75 -0.000231289
28.25 -0.000231148
28.75 -0.000230974
29.25 -0.000230764
29.75 -0.000230515
30.25 -0.00023022
30.75 -0.000229876
31.25 -0.000229478
31.75 -0.000229022
32.25 -0.000228502
32.75 -0.000227918
33.25 -0.000227266
33.75 -0.000226547
34.25 -0.000225766
34.75 -0.000224929
35.25 -0.000224048
35.75 -0.000223141
36.25 -0.00022223
36.75 -0.000221349
37.25 -0.000220537
37.75 -0.00021984
38.25 -0.000219314
38.75 -0.000219013
39.25 -0.00021899
39.75 -0.000219282
40.25 -0.000219891
40.75 -0.000220753
41.25 -0.000221688
41.75 -0.000222333
42.25 -0.000222022
42.75 -0.000219623
43.25 -0.000213279
43.75 -0.000200013
44.25 -0.000175125
44.75 -0.000131223
45.25 -5.66573e-05
45.75 6.71468e-05
46.25 0.000270445
46.75 0.000604259
47.25 0.00115926
47.75 0.00210969
48.25 0.00383224
48.75 0.00731005
49.25 0.0161521
49.75 0.062843
