0 0.156444
0.1 0.152702
1 0.148016
2.5 0.145746
5 0.142882
7.5 0.139069
10 0.143878
12.5 0.145424
15 0.154865
17.5 0.160848
20 0.16859
22.5 0.178774
25 0.187833
27.5 0.200411
30 0.214238
32.5 0.227294
35 0.237633
37.5 0.243815
40 0.254961
42.5 0.248896
45 0.262862
