#repeat : 75
0.5 2.1793e-06
1.5 7.26439e-06
2.5 1.4771e-05
3.5 2.72014e-05
4.5 4.8699e-05
5.5 8.64297e-05
6.5 0.00015297
7.5 0.000270501
8.5 0.000478199
9.5 0.000845298
10.5 0.00149416
11.5 0.00264108
12.5 0.00466836
13.5 0.00825175
14.5 0.0145857
15.5 0.0257816
16.5 0.0455714
17.5 0.0805516
18.5 0.142382
19.5 0.251674
20.5 0.444857
21.5 0.786326
22.5 1.3899
23.5 2.45678
24.5 4.34259
25.5 4.34259
26.5 2.45678
27.5 1.3899
28.5 0.786326
29.5 0.444857
30.5 0.251674
31.5 0.142382
32.5 0.0805516
33.5 0.0455714
34.5 0.0257816
35.5 0.0145857
36.5 0.00825175
37.5 0.00466836
38.5 0.00264108
39.5 0.00149416
40.5 0.000845298
41.5 0.0004782
42.5 0.000270502
43.5 0.000152971
44.5 8.643e-05
45.5 4.86993e-05
46.5 2.72016e-05
47.5 1.47712e-05
48.5 7.26453e-06
49.5 2.17936e-06
