10 0.000714338 8.30684e-05
15 0.000696308 5.30491e-05
20 0.000698868 5.80879e-05
25 0.000705217 5.28175e-05
30 0.000702468 4.06968e-05
35 0.00070472 3.85826e-05
40 0.000704163 3.5102e-05
50 0.000702571 3.06965e-05
60 0.000710941 3.43389e-05
80 0.000707171 2.29199e-05
100 0.000707511 2.42276e-05
150 0.000704151 1.6033e-05
200 0.000707076 1.74881e-05
250 0.000706197 1.49992e-05
300 0.000708318 1.36722e-05
350 0.000706587 1.16039e-05
400 0.00070599 1.13373e-05
500 0.000705722 8.64934e-06
600 0.000707538 8.32641e-06
800 0.000707583 7.65961e-06
1000 0.000705911 7.53812e-06
1500 0.000706959 5.59589e-06
2000 0.000707391 4.44499e-06
2500 0.000707028 4.57838e-06
3000 0.000707686 4.10176e-06
3500 0.00070741 3.39352e-06
4000 0.000707096 3.27594e-06
5000 0.000706958 2.8438e-06
6000 0.000707199 2.15153e-06
8000 0.000707251 2.68134e-06
10000 0.000706927 2.00857e-06
