#repeat : 37
0.5 2.77347
1.5 5.91158
2.5 7.68693
3.5 8.69132
4.5 9.25953
5.5 9.58099
6.5 9.76285
7.5 9.86574
8.5 9.92394
9.5 9.95687
10.5 9.9755
11.5 9.98604
12.5 9.992
13.5 9.99537
14.5 9.99728
15.5 9.99836
16.5 9.99897
17.5 9.99931
18.5 9.99951
19.5 9.99962
20.5 9.99968
21.5 9.99972
22.5 9.99974
23.5 9.99975
24.5 9.99975
25.5 9.99975
26.5 9.99975
27.5 9.99975
28.5 9.99973
29.5 9.9997
30.5 9.99965
31.5 9.99954
32.5 9.99936
33.5 9.99903
34.5 9.99843
35.5 9.99736
36.5 9.99547
37.5 9.99211
38.5 9.98616
39.5 9.97564
40.5 9.95702
41.5 9.9241
42.5 9.8659
43.5 9.76302
44.5 9.58116
45.5 9.25969
46.5 8.69146
47.5 7.68705
48.5 5.91167
49.5 2.7735
