#repeat : 36
0.5 2.77345
1.5 5.91155
2.5 7.68689
3.5 8.69126
4.5 9.25946
5.5 9.5809
6.5 9.76273
7.5 9.86557
8.5 9.92368
9.5 9.95644
10.5 9.97477
11.5 9.98477
12.5 9.98978
13.5 9.99145
14.5 9.99034
15.5 9.98606
16.5 9.9772
17.5 9.96078
18.5 9.93132
19.5 9.879
20.5 9.78637
21.5 9.62255
22.5 9.33293
23.5 8.82095
24.5 7.91597
25.5 6.31632
26.5 5.59421
27.5 5.26823
28.5 5.12108
29.5 5.05466
30.5 5.02467
31.5 5.01114
32.5 5.00502
33.5 5.00226
34.5 5.001
35.5 5.00042
36.5 5.00011
37.5 4.99987
38.5 4.99955
39.5 4.99893
40.5 4.99759
41.5 4.99464
42.5 4.98812
43.5 4.97368
44.5 4.9417
45.5 4.87085
46.5 4.7139
47.5 4.36622
48.5 3.59602
49.5 1.88982
